 >TARCYL  cylindrical target: Length= 20.0000 Diameter=  3.0000
      4500 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.50000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   2337  27   1   0 1 1 1
   2338  28   1   0 1 1 1
   2339  29   1   0 1 1 1
   2340  30   1   0 1 1 1
   2341 -29   2   0 1 1 1
   2342 -28   2   0 1 1 1
   2343 -27   2   0 1 1 1
   2344 -26   2   0 1 1 1
   2345 -25   2   0 1 1 1
   2346 -24   2   0 1 1 1
   2347 -23   2   0 1 1 1
   2348 -22   2   0 1 1 1
   2349 -21   2   0 1 1 1
   2350 -20   2   0 1 1 1
   2351 -19   2   0 1 1 1
   2352 -18   2   0 1 1 1
   2353 -17   2   0 1 1 1
   2354 -16   2   0 1 1 1
   2355 -15   2   0 1 1 1
   2356 -14   2   0 1 1 1
   2357 -13   2   0 1 1 1
   2358 -12   2   0 1 1 1
   2359 -11   2   0 1 1 1
   2360 -10   2   0 1 1 1
   2361  -9   2   0 1 1 1
   2362  -8   2   0 1 1 1
   2363  -7   2   0 1 1 1
   2364  -6   2   0 1 1 1
   2365  -5   2   0 1 1 1
   2366  -4   2   0 1 1 1
   2367  -3   2   0 1 1 1
   2368  -2   2   0 1 1 1
   2369  -1   2   0 1 1 1
   2370   0   2   0 1 1 1
   2371   1   2   0 1 1 1
   2372   2   2   0 1 1 1
   2373   3   2   0 1 1 1
   2374   4   2   0 1 1 1
   2375   5   2   0 1 1 1
   2376   6   2   0 1 1 1
   2377   7   2   0 1 1 1
   2378   8   2   0 1 1 1
   2379   9   2   0 1 1 1
   2380  10   2   0 1 1 1
   2381  11   2   0 1 1 1
   2382  12   2   0 1 1 1
   2383  13   2   0 1 1 1
   2384  14   2   0 1 1 1
   2385  15   2   0 1 1 1
   2386  16   2   0 1 1 1
   2387  17   2   0 1 1 1
   2388  18   2   0 1 1 1
   2389  19   2   0 1 1 1
   2390  20   2   0 1 1 1
   2391  21   2   0 1 1 1
   2392  22   2   0 1 1 1
   2393  23   2   0 1 1 1
   2394  24   2   0 1 1 1
   2395  25   2   0 1 1 1
   2396  26   2   0 1 1 1
   2397  27   2   0 1 1 1
   2398  28   2   0 1 1 1
   2399  29   2   0 1 1 1
   2400  30   2   0 1 1 1
   2401 -29   3   0 1 1 1
   2402 -28   3   0 1 1 1
   2403 -27   3   0 1 1 1
   2404 -26   3   0 1 1 1
   2405 -25   3   0 1 1 1
   2406 -24   3   0 1 1 1
   2407 -23   3   0 1 1 1
   2408 -22   3   0 1 1 1
   2409 -21   3   0 1 1 1
   2410 -20   3   0 1 1 1
   2411 -19   3   0 1 1 1
   2412 -18   3   0 1 1 1
   2413 -17   3   0 1 1 1
   2414 -16   3   0 1 1 1
   2415 -15   3   0 1 1 1
   2416 -14   3   0 1 1 1
   2417 -13   3   0 1 1 1
   2418 -12   3   0 1 1 1
   2419 -11   3   0 1 1 1
   2420 -10   3   0 1 1 1
   2421  -9   3   0 1 1 1
   2422  -8   3   0 1 1 1
   2423  -7   3   0 1 1 1
   2424  -6   3   0 1 1 1
   2425  -5   3   0 1 1 1
   2426  -4   3   0 1 1 1
   2427  -3   3   0 1 1 1
   2428  -2   3   0 1 1 1
   2429  -1   3   0 1 1 1
   2430   0   3   0 1 1 1
   2431   1   3   0 1 1 1
   2432   2   3   0 1 1 1
   2433   3   3   0 1 1 1
   2434   4   3   0 1 1 1
   2435   5   3   0 1 1 1
   2436   6   3   0 1 1 1
   2437   7   3   0 1 1 1
   2438   8   3   0 1 1 1
   2439   9   3   0 1 1 1
   2440  10   3   0 1 1 1
   2441  11   3   0 1 1 1
   2442  12   3   0 1 1 1
   2443  13   3   0 1 1 1
   2444  14   3   0 1 1 1
   2445  15   3   0 1 1 1
   2446  16   3   0 1 1 1
   2447  17   3   0 1 1 1
   2448  18   3   0 1 1 1
   2449  19   3   0 1 1 1
   2450  20   3   0 1 1 1
   2451  21   3   0 1 1 1
   2452  22   3   0 1 1 1
   2453  23   3   0 1 1 1
   2454  24   3   0 1 1 1
   2455  25   3   0 1 1 1
   2456  26   3   0 1 1 1
   2457  27   3   0 1 1 1
   2458  28   3   0 1 1 1
   2459  29   3   0 1 1 1
   2460  30   3   0 1 1 1
   2461 -29   4   0 1 1 1
   2462 -28   4   0 1 1 1
   2463 -27   4   0 1 1 1
   2464 -26   4   0 1 1 1
   2465 -25   4   0 1 1 1
   2466 -24   4   0 1 1 1
   2467 -23   4   0 1 1 1
   2468 -22   4   0 1 1 1
   2469 -21   4   0 1 1 1
   2470 -20   4   0 1 1 1
   2471 -19   4   0 1 1 1
   2472 -18   4   0 1 1 1
   2473 -17   4   0 1 1 1
   2474 -16   4   0 1 1 1
   2475 -15   4   0 1 1 1
   2476 -14   4   0 1 1 1
   2477 -13   4   0 1 1 1
   2478 -12   4   0 1 1 1
   2479 -11   4   0 1 1 1
   2480 -10   4   0 1 1 1
   2481  -9   4   0 1 1 1
   2482  -8   4   0 1 1 1
   2483  -7   4   0 1 1 1
   2484  -6   4   0 1 1 1
   2485  -5   4   0 1 1 1
   2486  -4   4   0 1 1 1
   2487  -3   4   0 1 1 1
   2488  -2   4   0 1 1 1
   2489  -1   4   0 1 1 1
   2490   0   4   0 1 1 1
   2491   1   4   0 1 1 1
   2492   2   4   0 1 1 1
   2493   3   4   0 1 1 1
   2494   4   4   0 1 1 1
   2495   5   4   0 1 1 1
   2496   6   4   0 1 1 1
   2497   7   4   0 1 1 1
   2498   8   4   0 1 1 1
   2499   9   4   0 1 1 1
   2500  10   4   0 1 1 1
   2501  11   4   0 1 1 1
   2502  12   4   0 1 1 1
   2503  13   4   0 1 1 1
   2504  14   4   0 1 1 1
   2505  15   4   0 1 1 1
   2506  16   4   0 1 1 1
   2507  17   4   0 1 1 1
   2508  18   4   0 1 1 1
   2509  19   4   0 1 1 1
   2510  20   4   0 1 1 1
   2511  21   4   0 1 1 1
   2512  22   4   0 1 1 1
   2513  23   4   0 1 1 1
   2514  24   4   0 1 1 1
   2515  25   4   0 1 1 1
   2516  26   4   0 1 1 1
   2517  27   4   0 1 1 1
   2518  28   4   0 1 1 1
   2519  29   4   0 1 1 1
   2520  30   4   0 1 1 1
   2521 -29  -4   1 1 1 1
   2522 -28  -4   1 1 1 1
   2523 -27  -4   1 1 1 1
   2524 -26  -4   1 1 1 1
   2525 -25  -4   1 1 1 1
   2526 -24  -4   1 1 1 1
   2527 -23  -4   1 1 1 1
   2528 -22  -4   1 1 1 1
   2529 -21  -4   1 1 1 1
   2530 -20  -4   1 1 1 1
   2531 -19  -4   1 1 1 1
   2532 -18  -4   1 1 1 1
   2533 -17  -4   1 1 1 1
   2534 -16  -4   1 1 1 1
   2535 -15  -4   1 1 1 1
   2536 -14  -4   1 1 1 1
   2537 -13  -4   1 1 1 1
   2538 -12  -4   1 1 1 1
   2539 -11  -4   1 1 1 1
   2540 -10  -4   1 1 1 1
   2541  -9  -4   1 1 1 1
   2542  -8  -4   1 1 1 1
   2543  -7  -4   1 1 1 1
   2544  -6  -4   1 1 1 1
   2545  -5  -4   1 1 1 1
   2546  -4  -4   1 1 1 1
   2547  -3  -4   1 1 1 1
   2548  -2  -4   1 1 1 1
   2549  -1  -4   1 1 1 1
   2550   0  -4   1 1 1 1
   2551   1  -4   1 1 1 1
   2552   2  -4   1 1 1 1
   2553   3  -4   1 1 1 1
   2554   4  -4   1 1 1 1
   2555   5  -4   1 1 1 1
   2556   6  -4   1 1 1 1
   2557   7  -4   1 1 1 1
   2558   8  -4   1 1 1 1
   2559   9  -4   1 1 1 1
   2560  10  -4   1 1 1 1
   2561  11  -4   1 1 1 1
   2562  12  -4   1 1 1 1
   2563  13  -4   1 1 1 1
   2564  14  -4   1 1 1 1
   2565  15  -4   1 1 1 1
   2566  16  -4   1 1 1 1
   2567  17  -4   1 1 1 1
   2568  18  -4   1 1 1 1
   2569  19  -4   1 1 1 1
   2570  20  -4   1 1 1 1
   2571  21  -4   1 1 1 1
   2572  22  -4   1 1 1 1
   2573  23  -4   1 1 1 1
   2574  24  -4   1 1 1 1
   2575  25  -4   1 1 1 1
   2576  26  -4   1 1 1 1
   2577  27  -4   1 1 1 1
   2578  28  -4   1 1 1 1
   2579  29  -4   1 1 1 1
   2580  30  -4   1 1 1 1
   2581 -29  -3   1 1 1 1
   2582 -28  -3   1 1 1 1
   2583 -27  -3   1 1 1 1
   2584 -26  -3   1 1 1 1
   2585 -25  -3   1 1 1 1
   2586 -24  -3   1 1 1 1
   2587 -23  -3   1 1 1 1
   2588 -22  -3   1 1 1 1
   2589 -21  -3   1 1 1 1
   2590 -20  -3   1 1 1 1
   2591 -19  -3   1 1 1 1
   2592 -18  -3   1 1 1 1
   2593 -17  -3   1 1 1 1
   2594 -16  -3   1 1 1 1
   2595 -15  -3   1 1 1 1
   2596 -14  -3   1 1 1 1
   2597 -13  -3   1 1 1 1
   2598 -12  -3   1 1 1 1
   2599 -11  -3   1 1 1 1
   2600 -10  -3   1 1 1 1
   2601  -9  -3   1 1 1 1
   2602  -8  -3   1 1 1 1
   2603  -7  -3   1 1 1 1
   2604  -6  -3   1 1 1 1
   2605  -5  -3   1 1 1 1
   2606  -4  -3   1 1 1 1
   2607  -3  -3   1 1 1 1
   2608  -2  -3   1 1 1 1
   2609  -1  -3   1 1 1 1
   2610   0  -3   1 1 1 1
   2611   1  -3   1 1 1 1
   2612   2  -3   1 1 1 1
   2613   3  -3   1 1 1 1
   2614   4  -3   1 1 1 1
   2615   5  -3   1 1 1 1
   2616   6  -3   1 1 1 1
   2617   7  -3   1 1 1 1
   2618   8  -3   1 1 1 1
   2619   9  -3   1 1 1 1
   2620  10  -3   1 1 1 1
   2621  11  -3   1 1 1 1
   2622  12  -3   1 1 1 1
   2623  13  -3   1 1 1 1
   2624  14  -3   1 1 1 1
   2625  15  -3   1 1 1 1
   2626  16  -3   1 1 1 1
   2627  17  -3   1 1 1 1
   2628  18  -3   1 1 1 1
   2629  19  -3   1 1 1 1
   2630  20  -3   1 1 1 1
   2631  21  -3   1 1 1 1
   2632  22  -3   1 1 1 1
   2633  23  -3   1 1 1 1
   2634  24  -3   1 1 1 1
   2635  25  -3   1 1 1 1
   2636  26  -3   1 1 1 1
   2637  27  -3   1 1 1 1
   2638  28  -3   1 1 1 1
   2639  29  -3   1 1 1 1
   2640  30  -3   1 1 1 1
   2641 -29  -2   1 1 1 1
   2642 -28  -2   1 1 1 1
   2643 -27  -2   1 1 1 1
   2644 -26  -2   1 1 1 1
   2645 -25  -2   1 1 1 1
   2646 -24  -2   1 1 1 1
   2647 -23  -2   1 1 1 1
   2648 -22  -2   1 1 1 1
   2649 -21  -2   1 1 1 1
   2650 -20  -2   1 1 1 1
   2651 -19  -2   1 1 1 1
   2652 -18  -2   1 1 1 1
   2653 -17  -2   1 1 1 1
   2654 -16  -2   1 1 1 1
   2655 -15  -2   1 1 1 1
   2656 -14  -2   1 1 1 1
   2657 -13  -2   1 1 1 1
   2658 -12  -2   1 1 1 1
   2659 -11  -2   1 1 1 1
   2660 -10  -2   1 1 1 1
   2661  -9  -2   1 1 1 1
   2662  -8  -2   1 1 1 1
   2663  -7  -2   1 1 1 1
   2664  -6  -2   1 1 1 1
   2665  -5  -2   1 1 1 1
   2666  -4  -2   1 1 1 1
   2667  -3  -2   1 1 1 1
   2668  -2  -2   1 1 1 1
   2669  -1  -2   1 1 1 1
   2670   0  -2   1 1 1 1
   2671   1  -2   1 1 1 1
   2672   2  -2   1 1 1 1
   2673   3  -2   1 1 1 1
   2674   4  -2   1 1 1 1
   2675   5  -2   1 1 1 1
   2676   6  -2   1 1 1 1
   2677   7  -2   1 1 1 1
   2678   8  -2   1 1 1 1
   2679   9  -2   1 1 1 1
   2680  10  -2   1 1 1 1
   2681  11  -2   1 1 1 1
   2682  12  -2   1 1 1 1
   2683  13  -2   1 1 1 1
   2684  14  -2   1 1 1 1
   2685  15  -2   1 1 1 1
   2686  16  -2   1 1 1 1
   2687  17  -2   1 1 1 1
   2688  18  -2   1 1 1 1
   2689  19  -2   1 1 1 1
   2690  20  -2   1 1 1 1
   2691  21  -2   1 1 1 1
   2692  22  -2   1 1 1 1
   2693  23  -2   1 1 1 1
   2694  24  -2   1 1 1 1
   2695  25  -2   1 1 1 1
   2696  26  -2   1 1 1 1
   2697  27  -2   1 1 1 1
   2698  28  -2   1 1 1 1
   2699  29  -2   1 1 1 1
   2700  30  -2   1 1 1 1
   2701 -29  -1   1 1 1 1
   2702 -28  -1   1 1 1 1
   2703 -27  -1   1 1 1 1
   2704 -26  -1   1 1 1 1
   2705 -25  -1   1 1 1 1
   2706 -24  -1   1 1 1 1
   2707 -23  -1   1 1 1 1
   2708 -22  -1   1 1 1 1
   2709 -21  -1   1 1 1 1
   2710 -20  -1   1 1 1 1
   2711 -19  -1   1 1 1 1
   2712 -18  -1   1 1 1 1
   2713 -17  -1   1 1 1 1
   2714 -16  -1   1 1 1 1
   2715 -15  -1   1 1 1 1
   2716 -14  -1   1 1 1 1
   2717 -13  -1   1 1 1 1
   2718 -12  -1   1 1 1 1
   2719 -11  -1   1 1 1 1
   2720 -10  -1   1 1 1 1
   2721  -9  -1   1 1 1 1
   2722  -8  -1   1 1 1 1
   2723  -7  -1   1 1 1 1
   2724  -6  -1   1 1 1 1
   2725  -5  -1   1 1 1 1
   2726  -4  -1   1 1 1 1
   2727  -3  -1   1 1 1 1
   2728  -2  -1   1 1 1 1
   2729  -1  -1   1 1 1 1
   2730   0  -1   1 1 1 1
   2731   1  -1   1 1 1 1
   2732   2  -1   1 1 1 1
   2733   3  -1   1 1 1 1
   2734   4  -1   1 1 1 1
   2735   5  -1   1 1 1 1
   2736   6  -1   1 1 1 1
   2737   7  -1   1 1 1 1
   2738   8  -1   1 1 1 1
   2739   9  -1   1 1 1 1
   2740  10  -1   1 1 1 1
   2741  11  -1   1 1 1 1
   2742  12  -1   1 1 1 1
   2743  13  -1   1 1 1 1
   2744  14  -1   1 1 1 1
   2745  15  -1   1 1 1 1
   2746  16  -1   1 1 1 1
   2747  17  -1   1 1 1 1
   2748  18  -1   1 1 1 1
   2749  19  -1   1 1 1 1
   2750  20  -1   1 1 1 1
   2751  21  -1   1 1 1 1
   2752  22  -1   1 1 1 1
   2753  23  -1   1 1 1 1
   2754  24  -1   1 1 1 1
   2755  25  -1   1 1 1 1
   2756  26  -1   1 1 1 1
   2757  27  -1   1 1 1 1
   2758  28  -1   1 1 1 1
   2759  29  -1   1 1 1 1
   2760  30  -1   1 1 1 1
   2761 -29   0   1 1 1 1
   2762 -28   0   1 1 1 1
   2763 -27   0   1 1 1 1
   2764 -26   0   1 1 1 1
   2765 -25   0   1 1 1 1
   2766 -24   0   1 1 1 1
   2767 -23   0   1 1 1 1
   2768 -22   0   1 1 1 1
   2769 -21   0   1 1 1 1
   2770 -20   0   1 1 1 1
   2771 -19   0   1 1 1 1
   2772 -18   0   1 1 1 1
   2773 -17   0   1 1 1 1
   2774 -16   0   1 1 1 1
   2775 -15   0   1 1 1 1
   2776 -14   0   1 1 1 1
   2777 -13   0   1 1 1 1
   2778 -12   0   1 1 1 1
   2779 -11   0   1 1 1 1
   2780 -10   0   1 1 1 1
   2781  -9   0   1 1 1 1
   2782  -8   0   1 1 1 1
   2783  -7   0   1 1 1 1
   2784  -6   0   1 1 1 1
   2785  -5   0   1 1 1 1
   2786  -4   0   1 1 1 1
   2787  -3   0   1 1 1 1
   2788  -2   0   1 1 1 1
   2789  -1   0   1 1 1 1
   2790   0   0   1 1 1 1
   2791   1   0   1 1 1 1
   2792   2   0   1 1 1 1
   2793   3   0   1 1 1 1
   2794   4   0   1 1 1 1
   2795   5   0   1 1 1 1
   2796   6   0   1 1 1 1
   2797   7   0   1 1 1 1
   2798   8   0   1 1 1 1
   2799   9   0   1 1 1 1
   2800  10   0   1 1 1 1
   2801  11   0   1 1 1 1
   2802  12   0   1 1 1 1
   2803  13   0   1 1 1 1
   2804  14   0   1 1 1 1
   2805  15   0   1 1 1 1
   2806  16   0   1 1 1 1
   2807  17   0   1 1 1 1
   2808  18   0   1 1 1 1
   2809  19   0   1 1 1 1
   2810  20   0   1 1 1 1
   2811  21   0   1 1 1 1
   2812  22   0   1 1 1 1
   2813  23   0   1 1 1 1
   2814  24   0   1 1 1 1
   2815  25   0   1 1 1 1
   2816  26   0   1 1 1 1
   2817  27   0   1 1 1 1
   2818  28   0   1 1 1 1
   2819  29   0   1 1 1 1
   2820  30   0   1 1 1 1
   2821 -29   1   1 1 1 1
   2822 -28   1   1 1 1 1
   2823 -27   1   1 1 1 1
   2824 -26   1   1 1 1 1
   2825 -25   1   1 1 1 1
   2826 -24   1   1 1 1 1
   2827 -23   1   1 1 1 1
   2828 -22   1   1 1 1 1
   2829 -21   1   1 1 1 1
   2830 -20   1   1 1 1 1
   2831 -19   1   1 1 1 1
   2832 -18   1   1 1 1 1
   2833 -17   1   1 1 1 1
   2834 -16   1   1 1 1 1
   2835 -15   1   1 1 1 1
   2836 -14   1   1 1 1 1
   2837 -13   1   1 1 1 1
   2838 -12   1   1 1 1 1
   2839 -11   1   1 1 1 1
   2840 -10   1   1 1 1 1
   2841  -9   1   1 1 1 1
   2842  -8   1   1 1 1 1
   2843  -7   1   1 1 1 1
   2844  -6   1   1 1 1 1
   2845  -5   1   1 1 1 1
   2846  -4   1   1 1 1 1
   2847  -3   1   1 1 1 1
   2848  -2   1   1 1 1 1
   2849  -1   1   1 1 1 1
   2850   0   1   1 1 1 1
   2851   1   1   1 1 1 1
   2852   2   1   1 1 1 1
   2853   3   1   1 1 1 1
   2854   4   1   1 1 1 1
   2855   5   1   1 1 1 1
   2856   6   1   1 1 1 1
   2857   7   1   1 1 1 1
   2858   8   1   1 1 1 1
   2859   9   1   1 1 1 1
   2860  10   1   1 1 1 1
   2861  11   1   1 1 1 1
   2862  12   1   1 1 1 1
   2863  13   1   1 1 1 1
   2864  14   1   1 1 1 1
   2865  15   1   1 1 1 1
   2866  16   1   1 1 1 1
   2867  17   1   1 1 1 1
   2868  18   1   1 1 1 1
   2869  19   1   1 1 1 1
   2870  20   1   1 1 1 1
   2871  21   1   1 1 1 1
   2872  22   1   1 1 1 1
   2873  23   1   1 1 1 1
   2874  24   1   1 1 1 1
   2875  25   1   1 1 1 1
   2876  26   1   1 1 1 1
   2877  27   1   1 1 1 1
   2878  28   1   1 1 1 1
   2879  29   1   1 1 1 1
   2880  30   1   1 1 1 1
   2881 -29   2   1 1 1 1
   2882 -28   2   1 1 1 1
   2883 -27   2   1 1 1 1
   2884 -26   2   1 1 1 1
   2885 -25   2   1 1 1 1
   2886 -24   2   1 1 1 1
   2887 -23   2   1 1 1 1
   2888 -22   2   1 1 1 1
   2889 -21   2   1 1 1 1
   2890 -20   2   1 1 1 1
   2891 -19   2   1 1 1 1
   2892 -18   2   1 1 1 1
   2893 -17   2   1 1 1 1
   2894 -16   2   1 1 1 1
   2895 -15   2   1 1 1 1
   2896 -14   2   1 1 1 1
   2897 -13   2   1 1 1 1
   2898 -12   2   1 1 1 1
   2899 -11   2   1 1 1 1
   2900 -10   2   1 1 1 1
   2901  -9   2   1 1 1 1
   2902  -8   2   1 1 1 1
   2903  -7   2   1 1 1 1
   2904  -6   2   1 1 1 1
   2905  -5   2   1 1 1 1
   2906  -4   2   1 1 1 1
   2907  -3   2   1 1 1 1
   2908  -2   2   1 1 1 1
   2909  -1   2   1 1 1 1
   2910   0   2   1 1 1 1
   2911   1   2   1 1 1 1
   2912   2   2   1 1 1 1
   2913   3   2   1 1 1 1
   2914   4   2   1 1 1 1
   2915   5   2   1 1 1 1
   2916   6   2   1 1 1 1
   2917   7   2   1 1 1 1
   2918   8   2   1 1 1 1
   2919   9   2   1 1 1 1
   2920  10   2   1 1 1 1
   2921  11   2   1 1 1 1
   2922  12   2   1 1 1 1
   2923  13   2   1 1 1 1
   2924  14   2   1 1 1 1
   2925  15   2   1 1 1 1
   2926  16   2   1 1 1 1
   2927  17   2   1 1 1 1
   2928  18   2   1 1 1 1
   2929  19   2   1 1 1 1
   2930  20   2   1 1 1 1
   2931  21   2   1 1 1 1
   2932  22   2   1 1 1 1
   2933  23   2   1 1 1 1
   2934  24   2   1 1 1 1
   2935  25   2   1 1 1 1
   2936  26   2   1 1 1 1
   2937  27   2   1 1 1 1
   2938  28   2   1 1 1 1
   2939  29   2   1 1 1 1
   2940  30   2   1 1 1 1
   2941 -29   3   1 1 1 1
   2942 -28   3   1 1 1 1
   2943 -27   3   1 1 1 1
   2944 -26   3   1 1 1 1
   2945 -25   3   1 1 1 1
   2946 -24   3   1 1 1 1
   2947 -23   3   1 1 1 1
   2948 -22   3   1 1 1 1
   2949 -21   3   1 1 1 1
   2950 -20   3   1 1 1 1
   2951 -19   3   1 1 1 1
   2952 -18   3   1 1 1 1
   2953 -17   3   1 1 1 1
   2954 -16   3   1 1 1 1
   2955 -15   3   1 1 1 1
   2956 -14   3   1 1 1 1
   2957 -13   3   1 1 1 1
   2958 -12   3   1 1 1 1
   2959 -11   3   1 1 1 1
   2960 -10   3   1 1 1 1
   2961  -9   3   1 1 1 1
   2962  -8   3   1 1 1 1
   2963  -7   3   1 1 1 1
   2964  -6   3   1 1 1 1
   2965  -5   3   1 1 1 1
   2966  -4   3   1 1 1 1
   2967  -3   3   1 1 1 1
   2968  -2   3   1 1 1 1
   2969  -1   3   1 1 1 1
   2970   0   3   1 1 1 1
   2971   1   3   1 1 1 1
   2972   2   3   1 1 1 1
   2973   3   3   1 1 1 1
   2974   4   3   1 1 1 1
   2975   5   3   1 1 1 1
   2976   6   3   1 1 1 1
   2977   7   3   1 1 1 1
   2978   8   3   1 1 1 1
   2979   9   3   1 1 1 1
   2980  10   3   1 1 1 1
   2981  11   3   1 1 1 1
   2982  12   3   1 1 1 1
   2983  13   3   1 1 1 1
   2984  14   3   1 1 1 1
   2985  15   3   1 1 1 1
   2986  16   3   1 1 1 1
   2987  17   3   1 1 1 1
   2988  18   3   1 1 1 1
   2989  19   3   1 1 1 1
   2990  20   3   1 1 1 1
   2991  21   3   1 1 1 1
   2992  22   3   1 1 1 1
   2993  23   3   1 1 1 1
   2994  24   3   1 1 1 1
   2995  25   3   1 1 1 1
   2996  26   3   1 1 1 1
   2997  27   3   1 1 1 1
   2998  28   3   1 1 1 1
   2999  29   3   1 1 1 1
   3000  30   3   1 1 1 1
   3001 -29   4   1 1 1 1
   3002 -28   4   1 1 1 1
   3003 -27   4   1 1 1 1
   3004 -26   4   1 1 1 1
   3005 -25   4   1 1 1 1
   3006 -24   4   1 1 1 1
   3007 -23   4   1 1 1 1
   3008 -22   4   1 1 1 1
   3009 -21   4   1 1 1 1
   3010 -20   4   1 1 1 1
   3011 -19   4   1 1 1 1
   3012 -18   4   1 1 1 1
   3013 -17   4   1 1 1 1
   3014 -16   4   1 1 1 1
   3015 -15   4   1 1 1 1
   3016 -14   4   1 1 1 1
   3017 -13   4   1 1 1 1
   3018 -12   4   1 1 1 1
   3019 -11   4   1 1 1 1
   3020 -10   4   1 1 1 1
   3021  -9   4   1 1 1 1
   3022  -8   4   1 1 1 1
   3023  -7   4   1 1 1 1
   3024  -6   4   1 1 1 1
   3025  -5   4   1 1 1 1
   3026  -4   4   1 1 1 1
   3027  -3   4   1 1 1 1
   3028  -2   4   1 1 1 1
   3029  -1   4   1 1 1 1
   3030   0   4   1 1 1 1
   3031   1   4   1 1 1 1
   3032   2   4   1 1 1 1
   3033   3   4   1 1 1 1
   3034   4   4   1 1 1 1
   3035   5   4   1 1 1 1
   3036   6   4   1 1 1 1
   3037   7   4   1 1 1 1
   3038   8   4   1 1 1 1
   3039   9   4   1 1 1 1
   3040  10   4   1 1 1 1
   3041  11   4   1 1 1 1
   3042  12   4   1 1 1 1
   3043  13   4   1 1 1 1
   3044  14   4   1 1 1 1
   3045  15   4   1 1 1 1
   3046  16   4   1 1 1 1
   3047  17   4   1 1 1 1
   3048  18   4   1 1 1 1
   3049  19   4   1 1 1 1
   3050  20   4   1 1 1 1
   3051  21   4   1 1 1 1
   3052  22   4   1 1 1 1
   3053  23   4   1 1 1 1
   3054  24   4   1 1 1 1
   3055  25   4   1 1 1 1
   3056  26   4   1 1 1 1
   3057  27   4   1 1 1 1
   3058  28   4   1 1 1 1
   3059  29   4   1 1 1 1
   3060  30   4   1 1 1 1
   3061 -29  -4   2 1 1 1
   3062 -28  -4   2 1 1 1
   3063 -27  -4   2 1 1 1
   3064 -26  -4   2 1 1 1
   3065 -25  -4   2 1 1 1
   3066 -24  -4   2 1 1 1
   3067 -23  -4   2 1 1 1
   3068 -22  -4   2 1 1 1
   3069 -21  -4   2 1 1 1
   3070 -20  -4   2 1 1 1
   3071 -19  -4   2 1 1 1
   3072 -18  -4   2 1 1 1
   3073 -17  -4   2 1 1 1
   3074 -16  -4   2 1 1 1
   3075 -15  -4   2 1 1 1
   3076 -14  -4   2 1 1 1
   3077 -13  -4   2 1 1 1
   3078 -12  -4   2 1 1 1
   3079 -11  -4   2 1 1 1
   3080 -10  -4   2 1 1 1
   3081  -9  -4   2 1 1 1
   3082  -8  -4   2 1 1 1
   3083  -7  -4   2 1 1 1
   3084  -6  -4   2 1 1 1
   3085  -5  -4   2 1 1 1
   3086  -4  -4   2 1 1 1
   3087  -3  -4   2 1 1 1
   3088  -2  -4   2 1 1 1
   3089  -1  -4   2 1 1 1
   3090   0  -4   2 1 1 1
   3091   1  -4   2 1 1 1
   3092   2  -4   2 1 1 1
   3093   3  -4   2 1 1 1
   3094   4  -4   2 1 1 1
   3095   5  -4   2 1 1 1
   3096   6  -4   2 1 1 1
   3097   7  -4   2 1 1 1
   3098   8  -4   2 1 1 1
   3099   9  -4   2 1 1 1
   3100  10  -4   2 1 1 1
   3101  11  -4   2 1 1 1
   3102  12  -4   2 1 1 1
   3103  13  -4   2 1 1 1
   3104  14  -4   2 1 1 1
   3105  15  -4   2 1 1 1
   3106  16  -4   2 1 1 1
   3107  17  -4   2 1 1 1
   3108  18  -4   2 1 1 1
   3109  19  -4   2 1 1 1
   3110  20  -4   2 1 1 1
   3111  21  -4   2 1 1 1
   3112  22  -4   2 1 1 1
   3113  23  -4   2 1 1 1
   3114  24  -4   2 1 1 1
   3115  25  -4   2 1 1 1
   3116  26  -4   2 1 1 1
   3117  27  -4   2 1 1 1
   3118  28  -4   2 1 1 1
   3119  29  -4   2 1 1 1
   3120  30  -4   2 1 1 1
   3121 -29  -3   2 1 1 1
   3122 -28  -3   2 1 1 1
   3123 -27  -3   2 1 1 1
   3124 -26  -3   2 1 1 1
   3125 -25  -3   2 1 1 1
   3126 -24  -3   2 1 1 1
   3127 -23  -3   2 1 1 1
   3128 -22  -3   2 1 1 1
   3129 -21  -3   2 1 1 1
   3130 -20  -3   2 1 1 1
   3131 -19  -3   2 1 1 1
   3132 -18  -3   2 1 1 1
   3133 -17  -3   2 1 1 1
   3134 -16  -3   2 1 1 1
   3135 -15  -3   2 1 1 1
   3136 -14  -3   2 1 1 1
   3137 -13  -3   2 1 1 1
   3138 -12  -3   2 1 1 1
   3139 -11  -3   2 1 1 1
   3140 -10  -3   2 1 1 1
   3141  -9  -3   2 1 1 1
   3142  -8  -3   2 1 1 1
   3143  -7  -3   2 1 1 1
   3144  -6  -3   2 1 1 1
   3145  -5  -3   2 1 1 1
   3146  -4  -3   2 1 1 1
   3147  -3  -3   2 1 1 1
   3148  -2  -3   2 1 1 1
   3149  -1  -3   2 1 1 1
   3150   0  -3   2 1 1 1
   3151   1  -3   2 1 1 1
